id,block_number,timestamp,latency,success
1,8759517,1752462297,8.70392107963562,1
2,8759517,1752462301,0.8729691505432129,1
3,8759517,1752462304,0.36478281021118164,1
4,8759518,1752462308,0.8120357990264893,1
5,8759518,1752462312,0.8404688835144043,1
6,8759518,1752462316,0.4665815830230713,1
7,8759519,1752462319,0.8839385509490967,1
8,8759519,1752462323,0.4677157402038574,1
9,8759519,1752462327,0.8724114894866943,1
10,8759520,1752462332,2.524664878845215,1
