id,block_number,timestamp,latency,success
1,8755075,1752408908,0.3194255828857422,1
2,8755075,1752408911,0.7520995140075684,1
3,8755075,1752408915,0.7500367164611816,1
4,8755076,1752408919,0.7068665027618408,1
5,8755076,1752408922,0.3238096237182617,1
6,8755076,1752408926,0.7309756278991699,1
7,8755076,1752408929,0.32112765312194824,1
8,8755077,1752408933,0.7129731178283691,1
9,8755077,1752408936,0.3412325382232666,1
10,8755077,1752408940,0.6966774463653564,1
